959,Dakshin Elliotganj,94
960,Jinglatali,94
961,Goalmari,94
962,Mohammadpur Purba,94
963,Mohammadpur Paschim,94
964,Purba Panchgachhia,94
965,Paschim Panchgachhia,94
966,Sundalpur,94
967,Maruka,94
968,Biteswar,94
969,Padua,94
970,Bhani,95
971,Bara Shalghar,95
972,Elahabad,95
973,Barkamta,95
974,Dhamti,95
975,Sultanpur,95
976,Fatehabad,95
977,Gunaighar,95
978,Bankot,95
979,Mohonpur,95
980,Jaforganj,95
981,Rajmehar,95
982,Rasulpur,95
983,Subil,95
984,Yusufpur,95
985,Adda,96
986,Adra,96
987,Aganagar,96
988,Bhabanipur,96
989,Deora,96
990,Galimpur,96
991,Chitodda,96
992,Dakshin Jalam,96
993,Uttar Khosbash,96
994,Dakshin Khosbash,96
995,Payalgachha,96
996,Lakshmipur,96
997,Uttar Shilmuri,96
998,Dakshin Shilmuri,96
999,Bhasania,97
1000,Asadpur,97
1001,Chanderchar,97
1002,Gharmora,97
1003,Dulalpur,97
1004,Ghagutia,97
1005,Mathabhanga,97
1006,Nilakhi,97
1007,Joypur,97
1008,Baishgaon,98
1009,Hasnabad,98
1010,Maisatua,98
1011,Uttar Jhalam,98
1012,Dakshin Jhalam,98
1013,Laxmanpur,98
1014,Nather Petua,98
1015,Bipulasar,98
1016,Sarashpur,98
1017,Khila,98
1018,Uttar Hawla,98
1019,Brahman Para,99
1020,Dulalpur,99
1021,Chandla,99
1022,Sidlai,99
1023,Madhabpur,99
1024,Malapara,99
1025,Sahebabad,99
1026,Shashidal,99
1027,Bakshimul,100
1028,Bharella,100
1029,Burichang,100
1030,Mainamati,100
1031,Mokam,100
1032,Pir Jatrapur,100
1033,Rajapur,100
1034,Sholanal,100
1035,Alkara,101
1036,Batisha,101
1037,Cheora,101
1038,Gholpasha,101
1039,Gunabati,101
1040,Jagannath Dighi,101
1041,Kalikapur,101
1042,Kankapait,101
1043,Kashinagar,101
1044,Munshirhat,101
1045,Shubhapur,101
1046,Sreepur,101
1047,Ujirpur,101
1048,Amratali,102
1049,Dakshin Durgapur,102
1050,Jagannathpur,102
1051,Kalir Bazar,102
1052,Panchthubi,102
1053,Uttar Durgapur,102
1054,Bakai,103
1055,Kandirpar,103
1056,Gobindapur,103
1057,Laksam,103
1058,Mudapfarganj,103
1059,Ajgara,103
1060,Uttardah,103
1061,Adra,104
1062,Bangodda,104
1063,Bakshaganj,104
1064,Dhalua,104
1065,Daulkhar,104
1066,Jodda,104
1067,Mokara,104
1068,Nangalkot,104
1069,Peria,104
1070,Roykot,104
1071,Satbaria,104
1072,Heshakhal,104
1073,Balarampur,105
1074,Bitikandi,105
1075,Jiarkandi,105
1076,Karikandi,105
1077,Satani,105
1078,Jagatpur,105
1079,Kalakandi,105
1080,Majidpur,105
1081,Narandia,105
1082,Bara Para,106
1083,Bijoypur,106
1084,Chouara,106
1085,Galiara,106
1086,Purba Jorekanan,106
1087,Paschim Jorekanan,106
1088,Baghmara,106
1089,Belghar,106
1090,Bholain,106
1091,Perul,106
1092,Akubpur,107
1093,Andikot,107
1094,Purba Bangara,107
1095,Paschim Bangara,107
1096,Chapitala,107
1097,Darora (Purba),107
1098,Chhaliakandi,107
1099,Dhamghar,107
1100,Kamalla,107
1101,Jahapur,107
1102,Jatrapur,107
1103,Muradnagar,107
1104,Purba Nabipur,107
1105,Paschim Nabipur,107
1106,Paharpur,107
1107,Purba Purbadhair,107
1108,Paschim Purbadhair,107
1109,Uttar Ramchandrapur,107
1110,Dakshin Ramchandrapur,107
1111,Sreekail,107
1112,Tonki,107
1113,Babutiparha,107
1114,Barakanda,108
1115,Chandanpur,108
1116,Gobindapur,108
1117,Luterchar,108
1118,Radhanagar,108
1119,Manikerchar,108
1120,Chalibhanga,108
1121,Ali Akbar Deli,109
1122,Baragop,109
1123,Dakshin Dhurung,109
1124,Kaiyarbil,109
1125,Lemsikhali,109
1126,Uttar Dhurung,109
1127,Bharuakhali,110
1128,Chaufaldandi,110
1129,Idgaon,110
1130,Jhilwanja,110
1131,Khurushkul,110
1132,Patali Machhuakhali,110
1133,Pokkhali,110
1134,Islampur,110
1135,Islamabad,110
1136,Jalalabad,110
1137,Badarkhali,111
1138,Barawtali,111
1139,Bheola Manik Char,111
1140,Bomobilchari,111
1141,Chiringa,111
1142,Dulhazara,111
1143,Purba Barabheola,111
1144,Fasiakhali,111
1145,Harbang,111
1146,Kakara,111
1147,Kaiarbil,111
1148,Khutakhali,111
1149,Lakhyarchar,111
1150,Saharbil,111
1151,Paschim Bara Bheola,111
1152,Demushia,111
1153,Konakhali,111
1154,Surajpur-Manikpur,111
1155,Bara Bakia,112
1156,Magnama,112
1157,Pekua,112
1158,Rajakhali,112
1159,Toitong,112
1160,Uzantia,112
1161,Shilkhali,112
1162,Chhoto Moheshkhali,113
1163,Bara Maheskhali,113
1164,Dhalghat,113
1165,Hoanak,113
1166,Kalarmarchhara,113
1167,Kutubjom,113
1168,Matarbari,113
1169,Shaplapur,113
1170,Chakmarkul,114
1171,Fatekharkul,114
1172,Garjania,114
1173,Idgar,114
1174,Joarianala,114
1175,Kachhapia,114
1176,Ghuniapalong,114
1177,Kowerkhope,114
1178,Rajarkul,114
1179,Rashidnagar,114
1180,Dakshin Mithachhari,114
1181,Haldia Palong,115
1182,Jalia Palong,115
1183,Raja Palong,115
1184,Ratna Palong,115
1185,Palong Khali,115
1186,Baharchhara,116
1187,Nhila,116
1188,St.Martin Dwip,116
1189,Sabrang,116
1190,Teknaf,116
1191,Whykong,116
1192,Azimpur,117
1193,Bhandari,117
1194,Birol,117
1195,Bijora,117
1196,Dhamair,117
1197,Dharmapur,117
1198,Farakkabad,117
1199,Mangalpur,117
1200,Ranipukur,117
1201,Sahargram,117
1202,Atgaon,118
1203,Chhatail,118
1204,Ishania,118
1205,Murshidhat,118
1206,Nafanagar,118
1207,Rangaon,118
1208,Abdulpur,119
1209,Alokdihi,119
1210,Amarpur,119
1211,Auliapukur,119
1212,Bhiail,119
1213,Fatehjangpur,119
1214,Isabpur,119
1215,Nasratpur,119
1216,Punotti,119
1217,Saintara,119
1218,Satnala,119
1219,Tentulia,119
1220,Aladipur,120
1221,Betdighi,120
1222,Daulatpur,120
1223,Eluary,120
1224,Kazihal,120
1225,Khoyerbari,120
1226,Shibnagar,120
1227,Bulakipur,121
1228,Ghoraghat,121
1229,Palash,121
1230,Shingra,121
1231,Alihat,122
1232,Boaldar,122
1233,Khambamadhobpara,122
1234,Dabor,123
1235,Mukundapur,123
1236,Ramchandrapur,123
1237,Rasulpur,123
1238,Sundarpur,123
1239,Targaon,123
1240,Alokjhari,124
1241,Angarpara,124
1242,Bhabki,124
1243,Bherbheli,124
1244,Goaldihi,124
1245,Khamarpara,124
1246,Askarpur,125
1247,Auliapur,125
1248,Chehelgazi,125
1249,Fazilpur,125
1250,Kamolpur,125
1251,Shankarpur,125
1252,Shashra,125
1253,Sekhpura,125
1254,Sundarban,125
1255,Uthrail,125
1256,Bhaduria,126
